priority,app_id,name,kind,category,shader,shader_exists,pubspec_declared,uniform_time_declared,time_code_refs,animation_class_guess,registry_status,registry_resolution
3,tricorn_power5_julia,Tricorn⁵ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_power5_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_power5_julia
3,tricorn_power6_julia,Tricorn⁶ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_power6_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_power6_julia
3,tricorn_power7_julia,Tricorn⁷ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_power7_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_power7_julia
3,tricorn_power8_julia,Tricorn⁸ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_power8_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_power8_julia
3,tsucs,TSUCS Attractor,escape_time,Escape-Time,shaders/strange_attractors/tsucs_gpu.frag,true,true,true,3,color_time_parametric,exact,tsucs
3,turmite,Turmite,escape_time,Escape-Time,shaders/cellular_and_stochastic/turmite_gpu.frag,true,true,true,1,time_parametric_sampling,exact,turmite
3,twin_dragon,Twin Dragon,escape_time,Escape-Time,shaders/ifs_and_geometric/twin_dragon_gpu.frag,true,true,true,1,color_time_parametric,exact,twin_dragon
3,undefined,Undefined Fractal,escape_time,Escape-Time,shaders/escape_time_family/mandelbrot_variants/iterative_maps/undefined_gpu.frag,true,true,true,2,color_time_parametric,exact,undefined
3,vase,Vase,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/rational_singularities/vase_gpu.frag,true,true,true,2,color_time_parametric,exact,vase
3,vicsek_fractal,Vicsek Fractal,escape_time,Escape-Time,shaders/ifs_and_geometric/vicsek_gpu.frag,true,true,true,1,color_time_parametric,exact,vicsek_fractal
3,virial,Virial Fractal,escape_time,Escape-Time,shaders/escape_time_family/newton_and_orthogonal/series_maps/virial_gpu.frag,true,true,true,2,color_time_parametric,exact,virial
3,wang_sun_cang,Wang-Sun-Cang Attractor,escape_time,Escape-Time,shaders/strange_attractors/wang_sun_cang_gpu.frag,true,true,true,3,time_parametric_sampling,exact,wang_sun_cang
3,washed_away,Washed Away,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/polynomial_variants/washed_away_gpu.frag,true,true,true,1,camera_or_raymarch_time_parametric,exact,washed_away
3,weierstrass_elliptic,Weierstrass Elliptic,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/special_functions/weierstrass_elliptic_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,weierstrass_function,Weierstrass Function,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/special_functions/weierstrass_function_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,weierstrass_p,Weierstrass ℘ + c,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/special_functions/weierstrass_p_gpu.frag,true,true,true,2,color_time_parametric,exact,weierstrass_p
3,weierstrass_roots,Weierstrass Roots,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/special_functions/weierstrass_roots_gpu.frag,true,true,true,1,color_time_parametric,exact,weierstrass_roots
3,wireworld,Wireworld,escape_time,Escape-Time,shaders/cellular_and_stochastic/wireworld_gpu.frag,true,true,true,1,time_parametric_sampling,exact,wireworld
3,wolfram_rule30,Wolfram Rule 30,escape_time,Escape-Time,shaders/cellular_and_stochastic/wolfram_rule30_gpu.frag,true,true,true,1,color_time_parametric,exact,wolfram_rule30
3,yu_wang,Yu-Wang Attractor,escape_time,Escape-Time,shaders/strange_attractors/yu_wang_gpu.frag,true,true,true,3,color_time_parametric,exact,yu_wang
3,z_order_curve,Z-Order Curve (Morton),escape_time,Escape-Time,shaders/ifs_and_geometric/z_order_curve_gpu.frag,true,true,true,1,color_time_parametric,exact,z_order_curve
3,zaslavsky,Zaslavsky Map,escape_time,Escape-Time,shaders/strange_attractors/zaslavsky_gpu.frag,true,true,true,1,color_time_parametric,exact,zaslavsky
3,zhou_chen,Zhou-Chen Attractor,escape_time,Escape-Time,shaders/strange_attractors/zhou_chen_gpu.frag,true,true,true,3,color_time_parametric,exact,zhou_chen
3,zircon_zity,Zircon Zity,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/zircon_zity_gpu.frag,true,true,true,2,color_time_parametric,exact,zircon_zity
3,buddhabrot_approx,Buddhabrot (Approx),escape_time,Escape-Time,shaders/escape_time_family/families/buddhabrot/buddhabrot_gpu.frag,true,true,true,0,static_or_unused_time,exact,buddhabrot_approx
3,circle_map_lyapunov,Circle Map Lyapunov,escape_time,Escape-Time,shaders/lyapunov_and_stability/circle_map_lyapunov_gpu.frag,true,true,true,0,static_or_unused_time,exact,circle_map_lyapunov
3,dual_quaternion_julia,Dual Quaternion Julia,escape_time,3D & Hypercomplex,shaders/3d_and_hypercomplex/raymarched_volumes/dual_quaternion_julia_gpu.frag,true,true,true,0,static_or_unused_time,exact,dual_quaternion_julia
3,dual_quaternion_julia,Dual-Quaternion Julia,raymarched_3d,3D Fractals,shaders/3d_and_hypercomplex/raymarched_volumes/dual_quaternion_julia_gpu.frag,true,true,true,0,static_or_unused_time,exact,dual_quaternion_julia
3,forest_fire,Forest Fire Model,escape_time,Escape-Time,shaders/cellular_and_stochastic/forest_fire_gpu.frag,true,true,true,0,static_or_unused_time,exact,forest_fire
3,halley_z4,Halley z⁴−1,escape_time,Escape-Time,shaders/root_finding/halley_z4_gpu.frag,true,true,true,0,static_or_unused_time,exact,halley_z4
3,kifs_koch_fold,KIFS Koch 3D,raymarched_3d,3D Fractals,shaders/ifs_and_geometric/raymarched_3d/kifs_koch_fold_gpu.frag,true,true,true,0,static_or_unused_time,exact,kifs_koch_fold
3,kifs_menger,KIFS Menger Sponge,raymarched_3d,3D Fractals,shaders/ifs_and_geometric/raymarched_3d/kifs_menger_gpu.frag,true,true,true,0,static_or_unused_time,exact,kifs_menger
3,kifs_sierpinski_tetra,KIFS Sierpinski Tetrahedron,raymarched_3d,3D Fractals,shaders/ifs_and_geometric/raymarched_3d/kifs_sierpinski_tetra_gpu.frag,true,true,true,0,static_or_unused_time,exact,kifs_sierpinski_tetra
3,kifs_snowflake_fold,KIFS Snowflake 3D,raymarched_3d,3D Fractals,shaders/ifs_and_geometric/raymarched_3d/kifs_snowflake_fold_gpu.frag,true,true,true,0,static_or_unused_time,exact,kifs_snowflake_fold
3,logistic_lyapunov,Logistic Lyapunov,escape_time,Escape-Time,shaders/lyapunov_and_stability/logistic_lyapunov_gpu.frag,true,true,true,0,static_or_unused_time,exact,logistic_lyapunov
3,lyapunov,Lyapunov Fractal,escape_time,Escape-Time,shaders/lyapunov_and_stability/lyapunov_gpu.frag,true,true,true,0,static_or_unused_time,exact,lyapunov
3,mandelbox_shape_inversion,Mandelbox Shape Inversion,raymarched_3d,3D Fractals,shaders/3d_and_hypercomplex/raymarched_volumes/mandelbox_shape_inversion_gpu.frag,true,true,true,0,static_or_unused_time,exact,mandelbox_shape_inversion
3,mandelbrot_simple,Mandelbrot Simple,escape_time,Escape-Time,shaders/legacy/diagnostics/mandelbrot_simple.frag,true,true,false,0,static_or_unused_time,missing,
3,mandelbulb,Mandelbulb,raymarched_3d,3D Fractals,shaders/legacy/raymarched_3d/mandelbulb.frag,true,true,true,0,static_or_unused_time,missing,
3,quaternion_julia_3d,Quaternion Julia 3D,escape_time,3D & Hypercomplex,shaders/3d_and_hypercomplex/raymarched_volumes/quaternion_julia_3d_gpu.frag,true,true,true,0,static_or_unused_time,exact,quaternion_julia_3d
3,quaternion_julia_3d,Quaternion Julia 3D,raymarched_3d,3D Fractals,shaders/3d_and_hypercomplex/raymarched_volumes/quaternion_julia_3d_gpu.frag,true,true,true,0,static_or_unused_time,exact,quaternion_julia_3d
3,schroeder_z5,Schroeder Z5,escape_time,Escape-Time,shaders/root_finding/schroeder_z5_gpu.frag,true,true,true,0,static_or_unused_time,missing,
3,schroeder_z6,Schroeder Z6,escape_time,Escape-Time,shaders/root_finding/schroeder_z6_gpu.frag,true,true,true,0,static_or_unused_time,missing,
3,sine_map_lyapunov,Sine Map Lyapunov,escape_time,Escape-Time,shaders/lyapunov_and_stability/sine_map_lyapunov_gpu.frag,true,true,true,0,static_or_unused_time,exact,sine_map_lyapunov
