priority,app_id,name,kind,category,shader,shader_exists,pubspec_declared,uniform_time_declared,time_code_refs,animation_class_guess,registry_status,registry_resolution
3,multijulia5,Multijulia ⁵,escape_time,Escape-Time,shaders/escape_time_family/families/multijulia/multijulia5_gpu.frag,true,true,true,2,color_time_parametric,exact,multijulia5
3,multijulia6,Multijulia ⁶,escape_time,Escape-Time,shaders/escape_time_family/families/multijulia/multijulia6_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,multijulia6
3,multijulia7,Multijulia ⁷,escape_time,Escape-Time,shaders/escape_time_family/families/multijulia/multijulia7_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,multijulia7
3,multijulia8,Multijulia ⁸,escape_time,Escape-Time,shaders/escape_time_family/families/multijulia/multijulia8_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,multijulia8
3,multijulia9,Multijulia⁹,escape_time,Escape-Time,shaders/escape_time_family/families/multijulia/multijulia9_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,multijulia9
3,nebulabrot,Nebulabrot (Approx),escape_time,Escape-Time,shaders/escape_time_family/families/buddhabrot/nebulabrot_gpu.frag,true,true,true,1,color_time_parametric,exact,nebulabrot
3,neta_order16,Neta Order16,escape_time,Escape-Time,shaders/root_finding/neta_order16_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,newton_general,Newton Fractal (z⁴ - 1),escape_time,Escape-Time,shaders/root_finding/newton_general_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_general
3,newton_leipnik,Newton-Leipnik Attractor,escape_time,Escape-Time,shaders/strange_attractors/newton_leipnik_gpu.frag,true,true,true,3,color_time_parametric,exact,newton_leipnik
3,newton_sin,Newton sin(z),escape_time,Escape-Time,shaders/root_finding/newton_sin_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_sin
3,newton_z3,Newton Fractal (z³ - 1),escape_time,Escape-Time,shaders/root_finding/newton_z3_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_z3
3,newton_z3_nova,Newton z³ Nova,escape_time,Convergent & Root-Finding,shaders/root_finding/newton_z3_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,newton_z4,Newton z⁴−1,escape_time,Escape-Time,shaders/root_finding/newton_z4_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_z4
3,newton_z4_nova,Newton z⁴ Nova,escape_time,Convergent & Root-Finding,shaders/root_finding/newton_z4_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,newton_z5,Newton z⁵−1,escape_time,Escape-Time,shaders/root_finding/newton_z5_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_z5
3,newton_z5_nova,Newton z⁵ Nova,escape_time,Convergent & Root-Finding,shaders/root_finding/newton_z5_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,newton_z6,Newton z⁶−1,escape_time,Escape-Time,shaders/root_finding/newton_z6_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_z6
3,newton_z6_nova,Newton z⁶ Nova,escape_time,Convergent & Root-Finding,shaders/root_finding/newton_z6_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,newton_z7,Newton z⁷−1,escape_time,Escape-Time,shaders/root_finding/newton_z7_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_z7
3,newton_z8,Newton z⁸−1,escape_time,Escape-Time,shaders/root_finding/newton_z8_gpu.frag,true,true,true,1,color_time_parametric,exact,newton_z8
3,noor_newton,Noor Newton,escape_time,Escape-Time,shaders/root_finding/noor_newton_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,nose_hoover,Nosé-Hoover Attractor,escape_time,Escape-Time,shaders/strange_attractors/nose_hoover_gpu.frag,true,true,true,3,color_time_parametric,exact,nose_hoover
3,nova,Nova,escape_time,Escape-Time,shaders/escape_time_family/families/nova/parameter_plane/nova_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,nova_cubic,Nova Cubic,escape_time,Escape-Time,shaders/escape_time_family/families/nova/parameter_plane/nova_cubic_gpu.frag,true,true,true,2,color_time_parametric,exact,nova_cubic
3,nova_cubic_julia,Nova Cubic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/nova/julia_sets/nova_cubic_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,nova_cubic_julia
3,nova_degree4,Nova⁴,escape_time,Escape-Time,shaders/escape_time_family/families/nova/parameter_plane/nova_degree4_gpu.frag,true,true,true,2,color_time_parametric,exact,nova_degree4
3,nova_degree4_julia,Nova⁴ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/nova/julia_sets/nova_degree4_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,nova_degree4_julia
3,nova_degree5,Nova Degree5,escape_time,Escape-Time,shaders/escape_time_family/families/nova/parameter_plane/nova_degree5_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,nova_degree5_julia,Nova Degree5 Julia,escape_time,Escape-Time,shaders/escape_time_family/families/nova/julia_sets/nova_degree5_julia_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,nova_julia,Nova Julia,escape_time,Escape-Time,shaders/escape_time_family/families/nova/julia_sets/nova_julia_gpu.frag,true,true,true,1,color_time_parametric,exact,nova_julia
3,nova_mandelbrot,Nova Mandelbrot,escape_time,Escape-Time,shaders/escape_time_family/families/nova/parameter_plane/nova_mandelbrot_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,orbit_trap_cross,Orbit Trap Cross,escape_time,Escape-Time,shaders/escape_time_family/orbit_and_domain/orbit_trap_cross_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,orbit_trap_point,Orbit Trap Point,escape_time,Escape-Time,shaders/escape_time_family/orbit_and_domain/orbit_trap_point_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,orbit_trap_ring,Orbit Trap Ring,escape_time,Escape-Time,shaders/escape_time_family/orbit_and_domain/orbit_trap_ring_gpu.frag,true,true,true,2,growth_process/time_parametric,missing,
3,ostrowski,Ostrowski,escape_time,Escape-Time,shaders/root_finding/ostrowski_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,peano_curve,Peano Curve,escape_time,Escape-Time,shaders/ifs_and_geometric/peano_curve_gpu.frag,true,true,true,1,color_time_parametric,exact,peano_curve
3,penrose_tiling,Penrose Tiling (P3),escape_time,Escape-Time,shaders/ifs_and_geometric/penrose_tiling_gpu.frag,true,true,true,2,color_time_parametric,exact,penrose_tiling
3,pentaflake,Pentaflake,escape_time,Escape-Time,shaders/ifs_and_geometric/pentaflake_gpu.frag,true,true,true,1,color_time_parametric,exact,pentaflake
3,percolation,Percolation Cluster,escape_time,Escape-Time,shaders/cellular_and_stochastic/percolation_gpu.frag,true,true,true,1,time_parametric_sampling,exact,percolation
3,perp_celtic,Perpendicular Celtic,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/perp_celtic_gpu.frag,true,true,true,2,color_time_parametric,exact,perp_celtic
3,perp_celtic_cubic,Perpendicular Celtic Cubic,escape_time,Escape-Time,shaders/escape_time_family/families/celtic/perp_celtic_cubic_gpu.frag,true,true,true,2,color_time_parametric,exact,perp_celtic_cubic
3,perpendicular_bs_cubic,Perpendicular BS Cubic,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_bs_cubic_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_bs_cubic
3,perpendicular_bs_cubic_julia,Perp. BS Cubic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_bs_cubic_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_bs_cubic_julia
3,perpendicular_bs_power4,Perpendicular BS⁴,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_bs_power4_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_bs_power4
3,perpendicular_bs_power5,Perpendicular BS⁵,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_bs_power5_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_bs_power5
3,perpendicular_burning_ship,Perpendicular Burning Ship,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_burning_ship_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_burning_ship
3,perpendicular_burning_ship_julia,Perpendicular BS Julia,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_burning_ship_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_burning_ship_julia
3,perpendicular_julia,Perpendicular Julia,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,perpendicular_julia
3,perpendicular_mandelbrot,Perpendicular Mandelbrot,escape_time,Escape-Time,shaders/escape_time_family/families/perpendicular/perpendicular_gpu.frag,true,true,true,2,color_time_parametric,exact,perpendicular_mandelbrot
3,peter_de_jong,Peter de Jong Attractor,escape_time,Escape-Time,shaders/strange_attractors/peter_de_jong_gpu.frag,true,true,true,2,color_time_parametric,exact,peter_de_jong
3,phase_portrait,Phase Portrait,escape_time,Escape-Time,shaders/escape_time_family/orbit_and_domain/phase_portrait_gpu.frag,true,true,true,2,color_time_parametric,exact,phase_portrait
3,phoenix,Phoenix,escape_time,Escape-Time,shaders/escape_time_family/core/phoenix_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,phoenix_julia,Phoenix Julia,escape_time,Escape-Time,shaders/escape_time_family/core/phoenix_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,picard_mann_newton,Picard Mann Newton,escape_time,Escape-Time,shaders/root_finding/picard_mann_newton_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,pickover_biomorph,Pickover Biomorph,escape_time,Escape-Time,shaders/strange_attractors/pickover_gpu.frag,true,true,true,2,color_time_parametric,exact,pickover_biomorph
3,pinwheel_tiling,Pinwheel Tiling,escape_time,Escape-Time,shaders/ifs_and_geometric/pinwheel_gpu.frag,true,true,true,1,color_time_parametric,exact,pinwheel_tiling
3,pola_sierpinski,Pola-Sierpinski Hybrid,escape_time,Escape-Time,shaders/ifs_and_geometric/pola_sierpinski_gpu.frag,true,true,true,1,color_time_parametric,exact,pola_sierpinski
3,polar_cowlick,Polar Cowlick,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/polynomial_variants/polar_cowlick_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,polar_cowlick
3,popcorn,Popcorn Fractal,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/popcorn_gpu.frag,true,true,true,1,color_time_parametric,exact,popcorn
3,popcorn2,Popcorn II,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/popcorn2_gpu.frag,true,true,true,2,color_time_parametric,exact,popcorn2
3,power_sum,Power Sum Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/power_sum_gpu.frag,true,true,true,2,color_time_parametric,exact,power_sum
3,prison,Prison,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/rational_singularities/prison_gpu.frag,true,true,true,2,color_time_parametric,exact,prison
3,pseudo_kleinian,Pseudo-Kleinian,escape_time,Escape-Time,shaders/ifs_and_geometric/pseudo_kleinian_gpu.frag,true,true,true,2,color_time_parametric,exact,pseudo_kleinian
3,pythagorean_tree,Pythagorean Tree,escape_time,Escape-Time,shaders/ifs_and_geometric/pythagorean_tree_gpu.frag,true,true,true,1,color_time_parametric,exact,pythagorean_tree
3,qi_chen,Qi-Chen Attractor,escape_time,Escape-Time,shaders/strange_attractors/qi_chen_gpu.frag,true,true,true,3,color_time_parametric,exact,qi_chen
3,quadratic_koch_island,Quadratic Koch Island,escape_time,Escape-Time,shaders/escape_time_family/geometry_and_ifs/quadratic_koch_gpu.frag,true,true,true,1,color_time_parametric,exact,quadratic_koch_island
3,quaternion_julia_2d,Quaternion Julia (2D Slice),escape_time,Escape-Time,shaders/3d_and_hypercomplex/hypercomplex_escape_time/quaternion_julia_2d_gpu.frag,true,true,true,4,color_time_parametric,exact,quaternion_julia_2d
3,rabinovich_fabrikant,Rabinovich-Fabrikant Attractor,escape_time,Escape-Time,shaders/strange_attractors/rabinovich_fabrikant_gpu.frag,true,true,true,3,color_time_parametric,exact,rabinovich_fabrikant
3,rational_map,Rational Map Fractal,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/rational_map_gpu.frag,true,true,true,2,color_time_parametric,exact,rational_map
3,rauzy_fractal,Rauzy Fractal,escape_time,Escape-Time,shaders/ifs_and_geometric/rauzy_gpu.frag,true,true,true,1,color_time_parametric,exact,rauzy_fractal
3,rayleigh_benard,Rayleigh-Bénard Attractor,escape_time,Escape-Time,shaders/strange_attractors/rayleigh_benard_gpu.frag,true,true,true,3,camera_or_raymarch_time_parametric,exact,rayleigh_benard
3,riemann_zeta,Riemann Zeta Fractal,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/special_functions/zeta_gpu.frag,true,true,true,2,color_time_parametric,exact,riemann_zeta
3,rikitake,Rikitake Dynamo,escape_time,Escape-Time,shaders/strange_attractors/rikitake_gpu.frag,true,true,true,3,color_time_parametric,exact,rikitake
3,robinson,Robinson Attractor,escape_time,Escape-Time,shaders/strange_attractors/robinson_gpu.frag,true,true,true,3,color_time_parametric,exact,robinson
3,rossler_2d,Rossler Attractor (2D),escape_time,Escape-Time,shaders/strange_attractors/rossler_2d_gpu.frag,true,true,true,3,color_time_parametric,exact,rossler_2d
3,rucklidge,Rucklidge Attractor,escape_time,Escape-Time,shaders/strange_attractors/rucklidge_gpu.frag,true,true,true,3,time_parametric_sampling,exact,rucklidge
3,sakarya,Sakarya Attractor,escape_time,Escape-Time,shaders/strange_attractors/sakarya_gpu.frag,true,true,true,3,color_time_parametric,exact,sakarya
3,sandpile,Abelian Sandpile,escape_time,Escape-Time,shaders/cellular_and_stochastic/sandpile_gpu.frag,true,true,true,1,color_time_parametric,exact,sandpile
3,schroeder,,escape_time,Escape-Time,shaders/root_finding/schroeder_gpu.frag,true,true,true,1,color_time_parametric,exact,schroeder
3,schroeder_nova,Schröder Nova,escape_time,Convergent & Root-Finding,shaders/root_finding/schroeder_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,schroeder_z3,Schröder z³−1,escape_time,Escape-Time,shaders/root_finding/schroeder_z3_gpu.frag,true,true,true,1,color_time_parametric,exact,schroeder_z3
3,schroeder_z4,Schröder z⁴−1,escape_time,Escape-Time,shaders/root_finding/schroeder_z4_gpu.frag,true,true,true,1,color_time_parametric,exact,schroeder_z4
3,scroll_waves,Scroll Waves Attractor,escape_time,Escape-Time,shaders/strange_attractors/scroll_waves_gpu.frag,true,true,true,3,color_time_parametric,exact,scroll_waves
3,secant_cosecant,Secant/Cosecant Map,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/secant_cosecant_gpu.frag,true,true,true,1,color_time_parametric,exact,secant_cosecant
3,secant_fractal,Secant Fractal,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/secant_fractal_gpu.frag,true,true,true,1,color_time_parametric,exact,secant_fractal
3,secant_julia,Secant Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/secant_julia_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,secant_mandelbrot,Secant Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/secant_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,shape_modulus_julia,Shape Modulus Julia,escape_time,Escape-Time,shaders/escape_time_family/julia_variants/shape_modulus_julia_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,shape_modulus_julia
3,shark_fin,Shark Fin,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/shark_fin_gpu.frag,true,true,true,2,color_time_parametric,exact,shark_fin
3,shimizu_morioka,Shimizu-Morioka Attractor,escape_time,Escape-Time,shaders/strange_attractors/shimizu_morioka_gpu.frag,true,true,true,3,time_parametric_sampling,exact,shimizu_morioka
3,sierpinski_arrowhead,Sierpinski Arrowhead,escape_time,Escape-Time,shaders/ifs_and_geometric/sierpinski_arrowhead_gpu.frag,true,true,true,1,color_time_parametric,exact,sierpinski_arrowhead
3,sierpinski_carpet,Sierpinski Carpet,escape_time,Escape-Time,shaders/ifs_and_geometric/sierpinski_carpet_gpu.frag,true,true,true,1,color_time_parametric,exact,sierpinski_carpet
3,sierpinski_julia_rational,Sierpinski Julia Rational,escape_time,Escape-Time,shaders/ifs_and_geometric/sierpinski_julia_rational_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,sierpinski_pentagon,Sierpinski Pentagon,escape_time,Escape-Time,shaders/ifs_and_geometric/sierpinski_pentagon_gpu.frag,true,true,true,1,color_time_parametric,exact,sierpinski_pentagon
3,sierpinski_tetrahedron,Sierpinski Tetrahedron (2D Projection),escape_time,Escape-Time,shaders/ifs_and_geometric/sierpinski_tetrahedron_gpu.frag,true,true,true,1,color_time_parametric,exact,sierpinski_tetrahedron
3,sierpinski_triangle,Sierpinski Triangle,escape_time,Escape-Time,shaders/ifs_and_geometric/sierpinski_triangle_gpu.frag,true,true,true,1,color_time_parametric,exact,sierpinski_triangle
3,simonbrot,Simonbrot,escape_time,Escape-Time,shaders/escape_time_family/mandelbrot_variants/iterative_maps/simonbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,simonbrot
3,sin_z2,sin(z²) + c,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/sin_z2_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,sin_z2
3,sine_julia,Sine Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/sine_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,sine_julia
3,sine_mandelbrot,Sine Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/sine_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,sine_mandelbrot
3,singularity,Singularity,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/rational_singularities/singularity_gpu.frag,true,true,true,2,color_time_parametric,exact,singularity
3,sinh_cosh,Sinh Fractal,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/sinh_cosh_gpu.frag,true,true,true,2,time_parametric_sampling,exact,sinh_cosh
3,sinh_julia,Sinh Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/sinh_julia_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,sinh_julia
3,sinh_mandelbrot,Sinh Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/sinh_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,sinh_mandelbrot
3,space_fractal,Space Fractal,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/rational_singularities/space_fractal_gpu.frag,true,true,true,2,color_time_parametric,exact,space_fractal
3,spectre_monotile,The Spectre Monotile,escape_time,Escape-Time,shaders/ifs_and_geometric/spectre_monotile_gpu.frag,true,true,true,1,color_time_parametric,exact,spectre_monotile
3,sphinx_tiling,Sphinx Tiling,escape_time,Escape-Time,shaders/ifs_and_geometric/sphinx_tiling_gpu.frag,true,true,true,1,color_time_parametric,exact,sphinx_tiling
3,spider,Spider Fractal,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/coupled_orbits/spider_gpu.frag,true,true,true,2,color_time_parametric,exact,spider
3,spider_x,Spider-X,escape_time,Escape-Time,shaders/escape_time_family/experimental_named/coupled_orbits/spider_x_gpu.frag,true,true,true,2,color_time_parametric,exact,spider_x
3,split_complex,Split-Complex Fractal,escape_time,Escape-Time,shaders/3d_and_hypercomplex/hypercomplex_escape_time/split_complex_gpu.frag,true,true,true,2,color_time_parametric,exact,split_complex
3,sprott_a,Sprott Case A,escape_time,Escape-Time,shaders/strange_attractors/sprott_a_gpu.frag,true,true,true,3,color_time_parametric,exact,sprott_a
3,sprott_b,Sprott Case B,escape_time,Escape-Time,shaders/strange_attractors/sprott_b_gpu.frag,true,true,true,3,color_time_parametric,exact,sprott_b
3,sprott_c,Sprott Case C,escape_time,Escape-Time,shaders/strange_attractors/sprott_c_gpu.frag,true,true,true,3,color_time_parametric,exact,sprott_c
3,sprott_d,Sprott Case D,escape_time,Escape-Time,shaders/strange_attractors/sprott_d_gpu.frag,true,true,true,3,color_time_parametric,exact,sprott_d
3,sprott_e,Sprott Case E,escape_time,Escape-Time,shaders/strange_attractors/sprott_e_gpu.frag,true,true,true,3,color_time_parametric,exact,sprott_e
3,sprott_f,Sprott Case F,escape_time,Escape-Time,shaders/strange_attractors/sprott_f_gpu.frag,true,true,true,3,color_time_parametric,exact,sprott_f
3,sprott_g,Sprott G,escape_time,Escape-Time,shaders/strange_attractors/sprott_g_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_h,Sprott H,escape_time,Escape-Time,shaders/strange_attractors/sprott_h_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_i,Sprott I,escape_time,Escape-Time,shaders/strange_attractors/sprott_i_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_k,Sprott K,escape_time,Escape-Time,shaders/strange_attractors/sprott_k_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_l,Sprott L,escape_time,Escape-Time,shaders/strange_attractors/sprott_l_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_m,Sprott M,escape_time,Escape-Time,shaders/strange_attractors/sprott_m_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_n,Sprott N,escape_time,Escape-Time,shaders/strange_attractors/sprott_n_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_o,Sprott O,escape_time,Escape-Time,shaders/strange_attractors/sprott_o_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,sprott_s,Sprott S,escape_time,Escape-Time,shaders/strange_attractors/sprott_s_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,standard_map,Standard Map (Chirikov),escape_time,Escape-Time,shaders/strange_attractors/standard_map_gpu.frag,true,true,true,1,color_time_parametric,exact,standard_map
3,steffensen,Steffensen,escape_time,Escape-Time,shaders/root_finding/steffensen_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,steffensen_order8,Steffensen Order8,escape_time,Escape-Time,shaders/root_finding/steffensen_order8_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,steffensen_z3,Steffensen z³−1,escape_time,Escape-Time,shaders/root_finding/steffensen_z3_gpu.frag,true,true,true,1,color_time_parametric,exact,steffensen_z3
3,steffensen_z4,Steffensen z⁴−1,escape_time,Escape-Time,shaders/root_finding/steffensen_z4_gpu.frag,true,true,true,1,camera_or_raymarch_time_parametric,exact,steffensen_z4
3,steffensen_z5,Steffensen z⁵−1,escape_time,Escape-Time,shaders/root_finding/steffensen_z5_gpu.frag,true,true,true,1,color_time_parametric,exact,steffensen_z5
3,steiner_chain,Steiner Chain,escape_time,Escape-Time,shaders/ifs_and_geometric/steiner_chain_gpu.frag,true,true,true,1,color_time_parametric,exact,steiner_chain
3,super_halley,Super Halley,escape_time,Escape-Time,shaders/root_finding/super_halley_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,superexponential,Superexponential,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/exponential_iteration/superexponential_gpu.frag,true,true,true,3,color_time_parametric,missing,
3,svensson,Svensson Attractor,escape_time,Escape-Time,shaders/strange_attractors/svensson_gpu.frag,true,true,true,2,color_time_parametric,exact,svensson
3,symmetric_icon,Symmetric Icon,escape_time,Escape-Time,shaders/escape_time_family/geometry_and_ifs/symmetric_icon_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,talis,Talis Fractal,escape_time,Escape-Time,shaders/escape_time_family/polynomial_maps/talis_gpu.frag,true,true,true,2,color_time_parametric,exact,talis
3,tamari,Tamari Attractor,escape_time,Escape-Time,shaders/strange_attractors/tamari_gpu.frag,true,true,true,3,color_time_parametric,exact,tamari
3,tangent,Tangent Fractal,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/tangent_gpu.frag,true,true,true,2,time_parametric_sampling,exact,tangent
3,tangent_julia,Tangent Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/tangent_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tangent_julia
3,tangent_mandelbrot,Tangent Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/tangent_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,tangent_mandelbrot
3,tanh_julia,Tanh Julia,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/tanh_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tanh_julia
3,tanh_mandelbrot,Tanh Mandelbrot,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/hyperbolic/tanh_mandelbrot_gpu.frag,true,true,true,2,color_time_parametric,exact,tanh_mandelbrot
3,taylor,Taylor Series Fractal,escape_time,Escape-Time,shaders/escape_time_family/transcendental_maps/taylor_gpu.frag,true,true,true,1,color_time_parametric,exact,taylor
3,tent_map,Tent Map,escape_time,Escape-Time,shaders/lyapunov_and_stability/tent_map_gpu.frag,true,true,true,1,color_time_parametric,exact,tent_map
3,terdragon,Terdragon,escape_time,Escape-Time,shaders/ifs_and_geometric/terdragon_gpu.frag,true,true,true,1,growth_process/time_parametric,exact,terdragon
3,tessarine_julia,Tessarine Julia,escape_time,Escape-Time,shaders/3d_and_hypercomplex/hypercomplex_escape_time/tessarine_julia_gpu.frag,true,true,true,4,color_time_parametric,exact,tessarine_julia
3,tetration,Tetration Fractal,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/exponential_iteration/tetration_gpu.frag,true,true,true,2,color_time_parametric,exact,tetration
3,thomas_attractor,Thomas Attractor,escape_time,Escape-Time,shaders/strange_attractors/thomas_attractor_gpu.frag,true,true,true,3,color_time_parametric,exact,thomas_attractor
3,tinkerbell,Tinkerbell Map,escape_time,Escape-Time,shaders/strange_attractors/tinkerbell_gpu.frag,true,true,true,1,color_time_parametric,exact,tinkerbell
3,transcendental_sin,Transcendental Sin,escape_time,Escape-Time,shaders/trigonometric_and_transcendental/elementary_trig/transcendental_sin_gpu.frag,true,true,true,2,color_time_parametric,missing,
3,traub_ostrowski,Traub Ostrowski,escape_time,Escape-Time,shaders/root_finding/traub_ostrowski_gpu.frag,true,true,true,1,color_time_parametric,missing,
3,tricorn,Tricorn,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/parameter_plane/tricorn_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn
3,tricorn_cubic,Tricorn Cubic,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/parameter_plane/tricorn_cubic_gpu.frag,true,true,true,2,growth_process/time_parametric,exact,tricorn_cubic
3,tricorn_cubic_julia,Tricorn Cubic Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_cubic_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_cubic_julia
3,tricorn_julia,Tricorn Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_julia_gpu.frag,true,true,true,2,time_parametric_sampling,exact,tricorn_julia
3,tricorn_power4,Tricorn ⁴ (Mandelbar),escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/parameter_plane/tricorn_power4_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_power4
3,tricorn_power4_julia,Tricorn⁴ Julia,escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/julia_sets/tricorn_power4_julia_gpu.frag,true,true,true,2,color_time_parametric,exact,tricorn_power4_julia
3,tricorn_power5,Tricorn ⁵ (Mandelbar),escape_time,Escape-Time,shaders/escape_time_family/families/tricorn/parameter_plane/tricorn_power5_gpu.frag,true,true,true,2,camera_or_raymarch_time_parametric,exact,tricorn_power5
